# Mean_MJD=56660.209
# RMID=072 SOURCE_TYPE=RM_TILE2
# ZFINAL=1.963
# EPOCH= 1
# PLATE=7338 MJD=56660 FIBERID=0192
# Wave[vaccum]  Flux  Flux_Err  ANDMASK  ORMASK
# [Ang]         [10^(-17) erg/cm2/s/Ang]
  3566.974 -9.1460e-01  0.0000e+00    16777216    88080384
  3567.796 -9.1449e-01  6.0731e+00           0    71303168
  8092.822  9.0671e-01  1.7860e-01           0     8388608
  8094.685  9.5178e-01  2.2357e-01           0     8388608
  8096.550  9.7649e-01  2.4235e-01           0     8388608
  8098.414  7.7612e-01  2.1728e-01           0     8388608
  8100.279  5.4407e-01  1.8308e-01           0     8388608
  8102.144  6.8705e-01  2.1629e-01           0     8388608
  8104.010  9.7811e-01  2.9346e-01     8388608     8388608
  8105.876  1.0788e+00  3.0006e-01     8388608     8388608
  8107.743  9.7324e-01  2.4495e-01           0     8388608
  8109.610  8.2855e-01  1.8200e-01           0     8388608
  8111.478  7.0049e-01  1.7839e-01           0           0
  8113.346  8.4507e-01  1.8625e-01           0           0
  8115.214  1.0538e+00  1.8085e-01           0           0
  8117.083  9.4474e-01  1.7345e-01           0           0
  8118.952  8.2485e-01  1.7473e-01           0           0
  8120.822  1.0090e+00  1.6992e-01           0           0
  8122.692  8.4936e-01  1.6605e-01           0           0
  8124.562  8.0719e-01  1.7188e-01           0           0
  8126.433  9.3387e-01  1.6874e-01           0           0
  8128.305  1.0308e+00  1.7290e-01           0           0
  8130.177  9.8392e-01  1.8058e-01           0           0
  8132.049  8.7685e-01  1.7655e-01           0           0
  8133.921  9.0203e-01  1.8110e-01           0           0
  8135.795  1.0038e+00  1.9188e-01           0           0
  8137.668  1.2617e+00  1.9309e-01           0           0
  8139.542  9.7701e-01  2.1400e-01           0     8388608
  8141.417  7.9686e-01  2.2948e-01           0     8388608
  8143.291  1.2976e+00  2.2366e-01           0     8388608
  8145.167  8.8314e-01  1.9177e-01           0           0
  8147.042  1.2314e+00  2.0610e-01           0     8388608
  8148.919  1.0012e+00  2.4294e-01           0     8388608
  8150.795  8.6507e-01  2.4028e-01           0     8388608
  8152.672  1.0022e+00  1.9065e-01           0     8388608
  8154.550  9.7577e-01  1.7346e-01           0           0
  8156.427  1.1843e+00  1.7836e-01           0           0
  8158.306  1.0685e+00  1.7945e-01           0           0
  8160.184  8.9455e-01  1.7692e-01           0           0
  8162.064  1.0442e+00  1.7589e-01           0           0
  8163.943  1.1729e+00  1.8265e-01           0           0
  8165.823  1.0370e+00  1.8712e-01           0           0
  8167.704  1.3862e+00  1.9160e-01           0           0
  8169.585  1.0238e+00  1.8531e-01           0           0
  8171.466  1.1496e+00  1.9207e-01           0           0
  8173.348  1.1728e+00  1.8717e-01           0           0
  8175.230  1.1165e+00  1.8836e-01           0    33554432
  8177.113  1.2767e+00  1.9244e-01           0    33554432
  8178.996  6.9758e-01  1.8630e-01           0     8454144
  8180.879  8.1037e-01  1.9563e-01           0     8454144
  8182.763  9.2211e-01  2.0014e-01           0     8454144
  8184.647  9.1149e-01  2.1175e-01           0     8454144
  8186.532  8.0966e-01  2.3084e-01           0     8454144
  8188.417  7.9044e-01  2.3413e-01           0     8454144
  8190.303  1.2134e+00  2.4578e-01           0     8454144
  8192.189  7.8162e-01  2.4791e-01           0     8454144
  8194.076  8.9327e-01  2.2218e-01           0     8454144
  8195.963  1.0111e+00  2.5386e-01           0     9240576
  8197.850  1.2065e+00  2.7796e-01           0     9240576
  8199.738  1.6330e+00  2.6246e-01           0     9240576
  8201.626  8.9424e-01  2.3392e-01           0     9240576
  8203.515  1.0298e+00  2.1837e-01           0     9240576
  8205.404  1.1767e+00  2.1752e-01           0     8388608
  8207.294  9.1471e-01  2.1362e-01           0     8388608
  8209.184  6.2663e-01  2.0113e-01           0     8388608
  8211.074  8.6836e-01  2.0869e-01           0     8388608
  8212.965  1.4271e+00  2.0491e-01           0           0
  8214.856  1.0367e+00  1.8960e-01           0           0
  8216.748  1.0445e+00  1.9200e-01           0           0
  8218.640  1.1950e+00  1.8886e-01           0           0
  8220.533  1.1916e+00  1.8261e-01           0           0
  8222.426  1.1446e+00  1.7932e-01           0           0
  8224.320  9.7153e-01  1.8454e-01           0           0
  8226.213  1.1163e+00  1.9332e-01           0           0
  8228.108  1.0888e+00  1.8333e-01           0           0
  8230.003  1.2355e+00  1.9290e-01           0           0
  8231.898  1.4875e+00  1.8411e-01           0           0
  8233.794  1.3732e+00  1.8271e-01           0           0
  8235.690  1.0867e+00  1.7979e-01           0           0
  8237.586  1.3148e+00  1.8013e-01           0           0
  8239.483  1.1118e+00  1.7101e-01           0       65536
  8241.381  1.3001e+00  1.8194e-01           0       65536
  8243.279  1.6489e+00  1.9678e-01           0       65536
  8245.177  1.3124e+00  1.9617e-01           0           0
  8247.076  1.1907e+00  1.9566e-01           0           0
  8248.975  1.4552e+00  2.0053e-01           0           0
  8250.874  1.2476e+00  2.0371e-01           0           0
  8252.774  1.1790e+00  1.9405e-01           0           0
  8254.675  1.5049e+00  1.9300e-01           0           0
  8256.576  1.6288e+00  1.8941e-01           0           0
  8258.477  1.1595e+00  1.8602e-01           0           0
  8260.379  1.1592e+00  1.8451e-01           0           0
  8262.281  1.2346e+00  1.8421e-01           0           0
  8264.184  1.4735e+00  1.8585e-01           0           0
  8266.087  1.5519e+00  1.8523e-01           0           0
  8267.991  1.2568e+00  1.7713e-01           0           0
  8269.895  1.4560e+00  1.8471e-01           0           0
  8271.799  1.3338e+00  1.8110e-01           0           0
  8273.704  1.3286e+00  1.7917e-01           0           0
  8275.609  1.2833e+00  1.9983e-01           0     8388608
  8277.515  1.1722e+00  2.1870e-01           0     8388608
  8279.421  1.1459e+00  3.4015e-01     8388608     8388608
  8281.328  1.1818e+00  4.5534e-01     8388608     8388608
  8283.235  1.9756e+00  5.2018e-01     8388608     8388608
  8285.142  8.1336e-01  4.9587e-01     8388608     8388608
  8287.050  7.2779e-01  5.0167e-01     8388608     8388608
  8288.959  1.9916e+00  5.0365e-01     8388608     8388608
  8290.868  1.6933e+00  6.6321e-01     8388608     8388608
  8292.777  3.2673e-02  5.2850e-01     8388608     8388608
  8294.686  3.1513e-01  3.7690e-01     8388608     8388608
  8296.597  1.6254e+00  3.6494e-01     8388608     8388608
  8298.507  2.6559e+00  4.5793e-01     8388608     8388608
  8300.418  2.5277e+00  6.0899e-01     8388608     8388608
  8302.330  1.2642e+00  6.2964e-01     8388608     8388608
  8304.242  3.9846e-01  4.0717e-01     8388608     8388608
  8306.154  1.3874e+00  2.4920e-01           0     8388608
  8308.067  1.2704e+00  2.1529e-01           0     8388608
  8309.980  1.6060e+00  2.5226e-01           0     8388608
  8311.894  2.0336e+00  3.6511e-01     8388608    41943040
  8313.808  1.0207e+00  3.9668e-01     8388608    41943040
  8315.722  8.5090e-01  3.0889e-01           0     8388608
  8317.637  6.2099e-01  2.0169e-01           0     8388608
  8319.553  1.3198e+00  1.9649e-01           0           0
  8321.469  1.6764e+00  2.1783e-01           0           0
  8323.385  1.4308e+00  2.0750e-01           0           0
  8325.302  1.4139e+00  1.9727e-01           0           0
  8327.219  1.3229e+00  1.7707e-01           0           0
  8329.136  1.3648e+00  1.7565e-01           0           0
  8331.055  1.3831e+00  1.7827e-01           0           0
  8332.973  1.5376e+00  1.8313e-01           0           0
  8334.892  1.4980e+00  1.7001e-01           0           0
  8336.811  1.1362e+00  1.7319e-01           0           0
  8338.731  1.4204e+00  1.9553e-01           0           0
  8340.652  1.0299e+00  2.0653e-01           0           0
  8342.572  9.0276e-01  3.9662e-01           0   142606336
  8344.493  2.8500e+00  9.0818e-01     8388608   142606336
  8346.415  3.1562e+00  1.1091e+00     8388608     8388608
  8348.337 -9.1544e-01  1.0098e+00     8388608     8388608
  8350.260 -1.1105e+00  7.2559e-01     8388608   142606336
  8352.183  1.0727e+00  4.7154e-01     8388608   142606336
  8354.106  1.5670e+00  5.3139e-01     8388608     8388608
  8356.030  5.9586e-01  5.4878e-01     8388608     8388608
  8357.954  1.8220e-01  4.1593e-01           0     8388608
  8359.879  1.0672e+00  2.4099e-01           0     8388608
  8361.804  1.3266e+00  2.2284e-01           0           0
  8363.729  1.3000e+00  2.5011e-01           0     8388608
  8365.656  1.7629e+00  3.1884e-01           0     8388608
  8367.582  1.3023e+00  3.7760e-01     8388608     8388608
  8369.509  4.9084e-01  2.8571e-01           0     8388608
  8371.436  8.5458e-01  2.0475e-01           0     8388608
  8373.364  9.6337e-01  1.7780e-01           0           0
  8375.292  9.9943e-01  1.7314e-01           0           0
  8377.221  1.0353e+00  1.8294e-01           0           0
  8379.150  9.7665e-01  1.9820e-01           0     8388608
  8381.080  9.5491e-01  2.6541e-01           0     8388608
  8383.010  1.0375e+00  3.9720e-01     8388608     8388608
  8384.940  8.4017e-01  4.9108e-01     8388608     8388608
  8386.871  9.3677e-01  4.0468e-01     8388608     8388608
  8388.803  1.0569e+00  2.1782e-01           0     8388608
  8390.734  1.1064e+00  1.8328e-01           0           0
  8392.667  1.2295e+00  1.8873e-01           0           0
  8394.599  1.2994e+00  1.9726e-01           0           0
  8396.533  6.6609e-01  2.4069e-01           0   142606336
  8398.466  1.4709e-01  5.3161e-01     8388608   142606336
  8400.400  9.2496e-01  8.2861e-01     8388608   142606336
  8402.335  1.6819e+00  9.4595e-01     8388608     8388608
  8404.270  1.3753e+00  6.6953e-01     8388608     8388608
  8406.205  6.1108e-01  2.5340e-01           0     8388608
  8408.141  8.3327e-01  1.6971e-01           0           0
  8410.077  1.1527e+00  1.8716e-01           0           0
  8412.014  1.0469e+00  1.8905e-01           0           0
  8413.951  6.6181e-01  2.7548e-01           0     8388608
  8415.889  6.4953e-01  4.2569e-01     8388608     8388608
  8417.827  1.1843e+00  5.7898e-01     8388608     8388608
  8419.765  1.1262e+00  4.7588e-01     8388608     8388608
  8421.704  9.5303e-01  2.6018e-01           0     8388608
  8423.643  9.2609e-01  1.8832e-01           0           0
  8425.583  9.3098e-01  1.8721e-01           0           0
  8427.524  5.7083e-01  2.5345e-01           0   142606336
  8429.464  5.7475e-02  6.4633e-01     8388608   142606336
  8431.405  7.9169e-01  9.3505e-01     8388608   142606336
  8433.347  1.7866e+00  1.0486e+00     8388608   142606336
  8435.289  1.4601e+00  7.3559e-01     8388608     8388608
  8437.232  7.6555e-01  2.7154e-01           0     8388608
  8439.175  7.4297e-01  1.7373e-01           0     8388608
  8441.118  1.1617e+00  1.7067e-01           0           0
  8443.062  9.8861e-01  1.6294e-01           0           0
  8445.006  8.4293e-01  1.7517e-01           0     8388608
  8446.951  1.0042e+00  2.2168e-01           0     8388608
  8448.896  7.4011e-01  2.6734e-01           0     8388608
  8450.842  5.2640e-01  2.8356e-01           0     8388608
  8452.788  1.0375e+00  3.9986e-01     8388608     8388608
  8454.735  8.3144e-01  5.1150e-01     8388608     8388608
  8456.682  8.7982e-01  4.4170e-01     8388608     8388608
  8458.629  9.1443e-01  2.4436e-01           0     8388608
  8460.577  7.0387e-01  1.7986e-01           0     8454144
  8462.525  5.1661e-01  2.2957e-01           0   142671872
  8464.474  9.6815e-01  4.6145e-01           0   142671872
  8466.423  1.8931e+00  7.3369e-01     8388608   143458304
  8468.373  1.6409e-01  9.0459e-01           0   143458304
  8470.323  2.2297e-01  6.8296e-01           0   143458304
  8472.274  7.2467e-01  2.8707e-01           0   143458304
  8474.225  7.0712e-01  2.0174e-01           0      851968
  8476.176  9.7770e-01  2.1145e-01           0      851968
  8478.128  7.1291e-01  1.9002e-01           0       65536
  8480.081  9.3990e-01  1.7609e-01           0       65536
  8482.033  1.2248e+00  1.7279e-01           0       65536
  8483.987  9.7958e-01  1.6329e-01           0           0
  8485.940  6.1595e-01  1.5428e-01           0           0
  8487.895  7.9787e-01  1.6357e-01           0           0
  8489.849  8.7834e-01  1.6146e-01           0     8388608
  8491.804  6.3262e-01  1.9054e-01           0     8388608
  8493.760  1.3303e+00  3.1292e-01     8388608     8388608
  8495.716  1.0578e+00  4.2981e-01     8388608     8388608
  8497.672  1.8380e-01  3.6473e-01     8388608     8388608
  8499.629  6.8880e-01  2.2799e-01           0     8388608
  8501.586  1.0608e+00  2.0653e-01           0   142606336
  8503.544  5.4091e-01  3.2062e-01     8388608   142606336
  8505.502  1.5230e+00  4.9173e-01     8388608     8388608
  8507.461  1.1907e+00  6.0106e-01     8388608     8388608
  8509.420 -2.9139e-02  5.1486e-01     8388608     8388608
  8511.380  6.4775e-01  2.5541e-01           0     8388608
  8513.340  9.3273e-01  1.7054e-01           0     8388608
  8515.300  1.0173e+00  1.6599e-01           0           0
  8517.261  6.9360e-01  1.6587e-01           0           0
  8519.223  7.2902e-01  1.6428e-01           0           0
  8521.185  9.5623e-01  1.7169e-01           0           0
  8523.147  7.7689e-01  1.7848e-01           0           0
  8525.110  1.0257e+00  1.8284e-01           0           0
  8527.073  1.0785e+00  1.7091e-01           0           0
  8529.037  1.1725e+00  1.6850e-01           0           0
  8531.001  8.9831e-01  1.5380e-01           0           0
  8532.965  6.3703e-01  1.5701e-01           0           0
  8534.930  9.3022e-01  1.5764e-01           0           0
  8536.896  7.5770e-01  1.8848e-01           0     8388608
  8538.862  6.6602e-01  2.4579e-01     8388608     8388608
  8540.828  6.2372e-01  2.9861e-01     8388608     8388608
  8542.795  7.5924e-01  2.8809e-01     8388608     8388608
  8544.762  7.6617e-01  2.0571e-01           0     8388608
  8546.730  5.4188e-01  1.9700e-01           0     8388608
  8548.698  1.0652e+00  2.8798e-01     8388608     8388608
  8550.667  9.8832e-01  3.9991e-01     8388608     8388608
  8552.636  3.8993e-01  4.0528e-01     8388608     8388608
  8554.605  5.9091e-01  2.4370e-01           0     8388608
  8556.575  1.1226e+00  1.9210e-01           0     8388608
  8558.546  8.3463e-01  1.7073e-01           0           0
  8560.517  1.0517e+00  1.5915e-01           0           0
  8562.488  9.7822e-01  1.6614e-01           0           0
  8564.460  7.0657e-01  1.6045e-01           0           0
  8566.432  6.9580e-01  1.5448e-01           0           0
  8568.405  7.7208e-01  1.6391e-01           0           0
  8570.378  6.6182e-01  1.6097e-01           0           0
  8572.352  1.0116e+00  1.6477e-01           0           0
  8574.326  9.8190e-01  1.8570e-01           0           0
  8576.300  9.7217e-01  1.8703e-01           0           0
  8578.275  9.7460e-01  1.7900e-01           0           0
  8580.251  8.4604e-01  1.6852e-01           0           0
  8582.227  7.0794e-01  1.5594e-01           0           0
  8584.203  8.5419e-01  1.5804e-01           0           0
  8586.180  6.5167e-01  1.5843e-01           0           0
  8588.157  8.7952e-01  1.8436e-01           0           0
  8590.135  9.6047e-01  2.4279e-01           0           0
  8592.113  6.7079e-01  2.3818e-01           0           0
  8594.092  5.6063e-01  1.9905e-01           0           0
  8596.071  6.9587e-01  1.9914e-01           0           0
  8598.050  1.8066e-01  2.4100e-01           0           0
  8600.030  6.2632e-01  2.6462e-01           0           0
  8602.011  1.0320e+00  2.2851e-01           0           0
  8603.992  9.1468e-01  1.7635e-01           0           0
  8605.973  9.4699e-01  1.7388e-01           0           0
  8607.955  9.3655e-01  1.7186e-01           0           0
  8609.937  7.8650e-01  1.7488e-01           0           0
  8611.920  9.2539e-01  2.0427e-01           0           0
  8613.903  9.1760e-01  2.2148e-01           0           0
  8615.887  7.3591e-01  2.4700e-01           0           0
  8617.871  7.6626e-01  2.6220e-01           0           0
  8619.855  7.5473e-01  2.8674e-01           0     8388608
  8621.840  7.2589e-01  3.3373e-01           0     8388608
  8623.826  8.1760e-01  3.5298e-01     8388608    41943040
  8625.812  9.2554e-01  3.8741e-01     8388608    41943040
  8627.798  1.0607e+00  3.9311e-01     8388608     8388608
  8629.785  9.3518e-01  4.8018e-01     8388608    41943040
  8631.772 -6.2919e-02  4.7222e-01     8388608    41943040
  8633.760  9.8546e-01  4.1386e-01     8388608     8388608
  8635.748  8.5728e-01  4.1913e-01     8388608     8388608
  8637.737  6.9329e-01  3.8152e-01     8388608     8388608
  8639.726  1.2043e+00  3.5146e-01     8388608     8388608
  8641.716  1.2523e+00  3.1942e-01           0     8388608
  8643.706  8.8345e-01  2.7878e-01           0           0
  8645.696  4.3234e-01  2.4241e-01           0           0
  8647.687  8.8043e-01  2.6607e-01           0     8388608
  8649.679  1.0436e+00  3.0352e-01           0     8388608
  8651.671  7.7917e-01  3.7724e-01     8388608     8388608
  8653.663  9.1040e-01  3.8362e-01     8388608     8388608
  8655.656  6.9706e-01  3.8811e-01     8388608     8388608
  8657.649  8.1999e-01  3.9289e-01     8388608     8388608
  8659.643  8.1849e-01  4.2832e-01     8388608     8388608
  8661.637  1.1115e+00  4.1778e-01     8388608     8388608
  8663.632  1.2154e+00  3.9656e-01     8388608     8388608
  8665.627  6.5827e-01  4.0703e-01     8388608     8388608
  8667.622  1.2275e+00  3.9461e-01     8388608     8388608
  8669.618  1.4484e+00  3.7040e-01     8388608     8388608
  8671.615  6.4037e-01  3.5230e-01     8388608     8388608
  8673.612  6.1464e-01  3.6089e-01     8388608     8388608
  8675.609  1.1434e+00  3.1737e-01     8388608     8454144
  8677.607  5.3143e-01  3.2163e-01     8388608     8454144
  8679.605  6.4735e-02  2.8502e-01           0     8454144
  8681.604  7.9576e-01  2.7068e-01           0     8454144
  8683.603  7.9405e-01  2.8930e-01           0           0
  8685.603  6.7268e-01  2.6152e-01           0           0
  8687.603  8.2096e-01  2.3269e-01           0           0
  8689.604  7.5387e-01  2.3231e-01           0           0
  8691.605  8.7000e-01  2.1017e-01           0           0
  8693.606  8.0008e-01  1.9863e-01           0           0
  8695.608  9.0034e-01  2.0726e-01           0           0
  8697.611  8.0555e-01  2.0183e-01           0           0
  8699.614  6.8896e-01  1.8978e-01           0           0
  8701.617  9.4201e-01  2.2573e-01           0           0
  8703.621  8.0906e-01  2.2018e-01           0           0
  8705.625  8.4514e-01  1.9485e-01           0           0
  8707.630  1.0073e+00  1.9765e-01           0           0
  8709.635  8.3033e-01  2.1170e-01           0           0
  8711.641  5.6242e-01  1.9038e-01           0           0
  8713.647  6.8496e-01  1.7209e-01           0           0
  8715.654  6.2546e-01  1.6306e-01           0           0
  8717.661  9.9321e-01  1.6024e-01           0    33619968
  8719.669  1.0269e+00  1.8998e-01           0    33619968
  8721.677  7.9025e-01  1.7613e-01           0       65536
  8723.685  6.1727e-01  1.6815e-01           0       65536
  8725.694  6.9546e-01  1.6297e-01           0       65536
  8727.703  1.0443e+00  1.7439e-01           0       65536
  8729.713  1.0188e+00  1.8881e-01           0           0
  8731.724  7.9876e-01  1.6890e-01           0           0
  8733.734  7.2003e-01  1.5468e-01           0           0
  8735.746  8.1049e-01  1.5734e-01           0           0
  8737.757  8.2879e-01  1.6317e-01           0           0
  8739.769  7.1452e-01  1.7403e-01           0           0
  8741.782  9.7688e-01  1.8303e-01           0           0
  8743.795  6.7042e-01  1.7415e-01           0           0
  8745.809  7.1297e-01  1.7421e-01           0           0
  8747.823  9.0293e-01  1.7275e-01           0           0
  8749.837  4.7744e-01  1.6238e-01           0           0
  8751.852  1.0560e+00  1.7481e-01           0           0
  8753.868  9.4862e-01  1.8227e-01           0           0
  8755.884  7.4749e-01  1.8724e-01           0     8388608
  8757.900  9.2824e-01  3.0064e-01           0     8388608
  8759.917  1.0518e+00  4.8739e-01     8388608     8388608
  8761.934  5.1378e-01  6.1839e-01     8388608     8388608
  8763.952  1.0231e-01  7.5299e-01     8388608     8388608
  8765.970  1.2005e+00  6.9420e-01     8388608   142606336
  8767.989 -2.9291e-01  7.4727e-01     8388608   142606336
  8770.008  4.8962e-01  9.0365e-01     8388608     8388608
  8772.027  2.5886e+00  7.1203e-01     8388608   142606336
  8774.047  4.7078e-01  5.1477e-01     8388608   142606336
  8776.068 -9.3116e-01  5.1171e-01     8388608   142606336
  8778.089 -1.1612e+00  6.3956e-01     8388608     8388608
  8780.110  5.4111e-01  9.0785e-01     8388608     8388608
  8782.132  1.7197e+00  7.4302e-01     8388608     8388608
  8784.155  1.3629e+00  4.5309e-01     8388608     8388608
  8786.178  8.3456e-01  1.9208e-01           0     8388608
  8788.201  7.4791e-01  1.9038e-01           0     8388608
  8790.225  7.6485e-01  2.7735e-01           0     8388608
  8792.249  1.0906e+00  4.0300e-01     8388608     8388608
  8794.274  1.2187e+00  4.7501e-01     8388608     8388608
  8796.299  9.7467e-01  3.3576e-01     8388608     8388608
  8798.325  7.5305e-01  1.8409e-01           0     8388608
  8800.351  7.6270e-01  1.7007e-01           0           0
  8802.377  9.3654e-01  1.6633e-01           0           0
  8804.404  1.0454e+00  1.8044e-01           0           0
  8806.432  1.0570e+00  1.8345e-01           0           0
  8808.460  9.7939e-01  1.6970e-01           0           0
  8810.488  9.4784e-01  1.9049e-01           0           0
  8812.517  1.2337e+00  2.1903e-01           0           0
  8814.547  8.2734e-01  1.9863e-01           0           0
  8816.576  6.7693e-01  1.6470e-01           0           0
  8818.607  8.4548e-01  1.7164e-01           0           0
  8820.638  9.2724e-01  1.7702e-01           0           0
  8822.669  4.9494e-01  1.9698e-01           0   142606336
  8824.701 -6.8572e-01  6.0247e-01           0   142606336
  8826.733 -1.2425e+00  1.2842e+00     8388608   142606336
  8828.765  2.2367e+00  1.4775e+00     8388608   142606336
  8830.799  2.6260e+00  1.4790e+00     8388608   142606336
  8832.832 -2.1381e-01  8.5358e-01     8388608   142606336
  8834.866  2.1853e-01  5.0784e-01     8388608   142606336
  8836.901  7.1990e-01  6.0825e-01     8388608   142606336
  8838.936  2.0606e+00  8.0229e-01     8388608     8388608
  8840.971  7.5626e-01  6.5767e-01     8388608     8388608
  8843.007  3.3113e-01  3.0598e-01           0     8388608
  8845.044  1.1834e+00  1.8018e-01           0     8388608
  8847.080  4.6986e-01  2.0324e-01           0           0
  8849.118  1.1347e+00  2.7764e-01           0     8388608
  8851.156  1.0869e+00  3.8979e-01     8388608     8388608
  8853.194  2.9263e-01  4.0090e-01     8388608     8388608
  8855.233  2.7019e-01  2.9473e-01           0     8388608
  8857.272  8.3769e-01  1.8454e-01           0     8388608
  8859.312  7.5584e-01  1.6558e-01           0           0
  8861.352  9.3005e-01  1.7672e-01           0           0
  8863.392  4.7574e-01  2.0150e-01           0           0
  8865.433  3.2684e-01  2.7908e-01           0     8388608
  8867.475  9.8903e-01  4.6733e-01     8388608     8388608
  8869.517  8.9266e-01  5.6285e-01     8388608     8388608
  8871.560 -6.3751e-01  6.2478e-01     8388608     8388608
  8873.603  5.7381e-01  2.9492e-01           0     8388608
  8875.646  9.8237e-01  1.7659e-01           0     8388608
  8877.690  8.1639e-01  1.6436e-01           0           0
  8879.734  6.8662e-01  1.6883e-01           0           0
  8881.779  3.1396e-01  1.8226e-01           0   134217728
  8883.825  1.5972e-01  6.1892e-01           0   142606336
  8885.870  2.4289e+00  1.1519e+00     8388608   142606336
  8887.917  9.0851e-01  1.1320e+00     8388608   142606336
  8889.963  6.7471e-01  1.1139e+00     8388608   142606336
  8892.011  8.5623e-01  5.4173e-01           0   142606336
  8894.058  5.9155e-01  2.0556e-01           0     8388608
  8896.107  9.7917e-01  1.8395e-01           0           0
  8898.155  5.7448e-01  2.1652e-01           0           0
  8900.204  6.5658e-01  2.6264e-01           0   142606336
  8902.254  1.5283e+00  4.5244e-01           0   142606336
  8904.304  1.4649e+00  5.2935e-01     8388608     8388608
  8906.354  4.1784e-01  6.8852e-01     8388608     8388608
  8908.405  1.6363e-01  5.1277e-01     8388608     8388608
  8910.457  7.8369e-01  2.3385e-01           0     8388608
  8912.509  5.9897e-01  2.1505e-01           0           0
  8914.561  6.1932e-01  2.1207e-01           0           0
  8916.614 -1.5923e-02  3.6507e-01           0   142606336
  8918.668  4.4511e-01  9.8221e-01           0   142606336
  8920.721  2.7799e+00  1.0735e+00     8388608   142606336
  8922.776 -2.5529e-01  1.4365e+00     8388608   142606336
  8924.830 -3.8283e-01  8.9532e-01     8388608   142606336
  8926.886  4.0858e-01  2.7423e-01           0   142606336
  8928.941  7.1432e-01  2.1643e-01           0     8388608
  8930.998  6.6454e-01  2.1580e-01           0           0
  8933.054  7.0200e-01  2.0890e-01           0           0
  8935.111  8.6131e-01  1.8919e-01           0           0
  8937.169  5.8683e-01  1.8412e-01           0           0
  8939.227  4.9884e-01  1.9775e-01           0           0
  8941.286  7.1109e-01  2.9325e-01           0   142606336
  8943.345  1.2116e+00  4.5959e-01     8388608   142606336
  8945.404  1.2850e+00  6.8791e-01     8388608     8388608
  8947.464 -6.4965e-01  5.8421e-01     8388608     8388608
  8949.525  5.9724e-03  3.1844e-01           0     8454144
  8951.586  6.4329e-01  1.7598e-01           0     8454144
  8953.647  5.6737e-01  2.0907e-01           0   135069696
  8955.709  8.8291e-01  5.0358e-01           0   143458304
  8957.771  2.0404e+00  1.0506e+00           0   143458304
  8959.834  1.9202e+00  1.2051e+00     8388608   143458304
  8961.898 -3.6803e-01  1.1403e+00     8388608   142606336
  8963.961 -1.1634e-01  6.3448e-01     8388608     8388608
  8966.026  7.9149e-01  2.0663e-01           0     8388608
  8968.090  6.8869e-01  1.6644e-01           0           0
  8970.156  7.4586e-01  1.7874e-01           0           0
  8972.221  8.8412e-01  1.9915e-01           0           0
  8974.287  5.6609e-01  2.1372e-01           0           0
  8976.354  8.0023e-01  1.9270e-01           0           0
  8978.421  9.2543e-01  1.7985e-01           0           0
  8980.489  7.7907e-01  1.9103e-01           0           0
  8982.557  8.8263e-01  2.0133e-01           0           0
  8984.625  5.7704e-01  2.2041e-01           0     8388608
  8986.694  8.4220e-01  2.7728e-01           0     8388608
  8988.764  5.6393e-01  4.1747e-01     8388608     8388608
  8990.834  2.2713e-01  5.7140e-01     8388608     8388608
  8992.904  3.4082e-01  4.5231e-01     8388608     8388608
  8994.975  6.6437e-01  2.6726e-01           0     8388608
  8997.047  9.2509e-01  2.3211e-01           0   142606336
  8999.119  3.1985e-01  3.8465e-01           0   142606336
  9001.191  1.1923e+00  6.1788e-01     8388608   142606336
  9003.264  1.2243e+00  7.9339e-01     8388608     8388608
  9005.337  2.3668e-01  8.2521e-01     8388608     8388608
  9007.411  5.8010e-01  3.8542e-01           0     8388608
  9009.485  5.4734e-01  1.6852e-01           0     8388608
  9011.560  8.4833e-01  1.7372e-01           0           0
  9013.635  7.8701e-01  1.5983e-01           0           0
  9015.711  7.2446e-01  1.5854e-01           0           0
  9017.787  8.2869e-01  1.6059e-01           0           0
  9019.864  7.1408e-01  1.5403e-01           0           0
  9021.941  5.4388e-01  1.7026e-01           0           0
  9024.018  6.4997e-01  1.8857e-01           0           0
  9026.097  6.4077e-01  1.7187e-01           0           0
  9028.175  4.9534e-01  1.5859e-01           0           0
  9030.254  5.0617e-01  1.7617e-01           0           0
  9032.334  8.1564e-01  1.7861e-01           0           0
  9034.414  9.6447e-01  1.8013e-01           0           0
  9036.494  7.8056e-01  2.1071e-01           0     8388608
  9038.575  2.8752e-01  3.0427e-01     8388608     8388608
  9040.657  1.6992e-01  3.6962e-01     8388608     8388608
  9042.739  4.6026e-01  3.2186e-01     8388608     8388608
  9044.821  6.0217e-01  2.3330e-01           0    41943040
  9046.904  9.0016e-01  2.6709e-01           0    41943040
  9048.987  1.5609e+00  3.2779e-01     8388608     8388608
  9051.071  9.0713e-02  4.5640e-01     8388608     8388608
  9053.155 -2.6906e-01  5.0539e-01     8388608     8388608
  9055.240  9.7489e-01  3.1942e-01     8388608     8388608
  9057.326  7.8955e-01  1.9022e-01           0     8388608
  9059.411  6.4554e-01  1.7686e-01           0       65536
  9061.498  7.0280e-01  1.8430e-01           0    34406400
  9063.584  8.7157e-01  1.8614e-01           0    34406400
  9065.671  7.6044e-01  1.9240e-01           0      851968
  9067.759  5.5514e-01  2.0036e-01           0       65536
  9069.847  6.5792e-01  1.8857e-01           0       65536
  9071.936  4.9414e-01  1.9541e-01           0           0
